node_id,betweenness_count,balance(millisat)
9747,418,250000000
6914,418,10000000
6630,418,550000000
5741,418,21251343000
5449,418,25000000
4676,418,25000000
4336,418,50000000
4001,418,35000000
3662,418,35000000
9605,417,1001890500
8946,417,35000000
8711,417,250000000
8603,417,35000000
7960,417,35000000
7958,417,35000000
5881,417,15375000000
5479,417,50000000
5211,417,50000000
4915,417,35000000
4357,417,11250000
4165,417,1799538000
3718,417,37500000
3341,417,1140000000
3160,417,100000000
2133,417,11758000
11075,416,250000000
9796,416,37650064000
9200,416,35000000
8795,416,25000000
8337,416,400000000
7751,416,35000000
7215,416,500000000
5441,416,210180000
4093,416,600000000
4056,416,35000000
3659,416,110000000
3657,416,35000000
2962,416,50000000
2457,416,2500000000
2422,416,10102000000
2011,416,75475500
2005,416,91576500
9840,415,1210500000
9795,415,6000000000
9174,415,2050000000
8898,415,35000000
7931,415,19010000000
7859,415,10236954500
7513,415,1600000000
5598,415,1100000000
4886,415,1000624000
4671,415,550000000
3988,415,35000000
3608,415,1183881000
3565,415,35000000
3170,415,100000000
2930,415,115489601000
2391,415,25351500
10406,414,500000000
10206,414,3000000000
9438,414,499576500
8948,414,35000000
8821,414,35000000
8793,414,622627500
8537,414,64212277000
8456,414,2950000000
7018,414,139176617000
6631,414,45285000
4760,414,25000000
3989,414,75000000
3968,414,6261225000
3748,414,58913643500
3520,414,65236647000
3491,414,35000000
3063,414,200937000
3062,414,630000000
2969,414,100000000
2840,414,50000000
2733,414,50000000
2563,414,26627000
2423,414,6250000000
7780,413,35000000
7191,413,37500000
6629,413,10000000
3163,413,50000000
2372,413,1150000000
10404,412,37657335000
10104,412,6135000000
9610,412,40000000
9201,412,35000000
8457,412,25000000
8131,412,200000000
5682,412,50000000
4935,412,135000000
3749,412,27025811000
3171,412,25000000
2558,412,97807500
2294,412,415500000
1259,412,10000000
10207,411,180000000
9858,411,50000000
9074,411,38058820500
8313,411,35000000
7498,411,3009364000
6867,411,10000000
6804,411,100000000
6712,411,20000000
6546,411,250000000
6506,411,2500000000
5572,411,196708000
5123,411,50000000
4498,411,750000000
3126,411,212500000
3002,411,50000000
2631,411,1520000000
2511,411,226577932000
2287,411,383906000
18087,410,8463721000
14912,410,25000000
9587,410,35000000
7321,410,52388607500
6855,410,10219875500
6711,410,4595473500
6709,410,12500000
5932,410,750000000
5574,410,6999970000
5242,410,958000000
4677,410,335000000
3789,410,35000000
3459,410,45000000
3401,410,8266276500
2959,410,82199000
2918,410,125000000
15986,409,25000000
9940,409,252898817000
9859,409,3254597500
8594,409,15000000
7109,409,4857500000
7035,409,387606387500
6532,409,325000000
6135,409,5592898500
5505,409,2397466000
5496,409,116882000
4081,409,2450000000
3191,409,45000000
2922,409,2375000000
2587,409,47059500
2557,409,20000000
2456,409,2500000000
2415,409,3608399500
2383,409,32316000
2236,409,148216218500
10348,408,1063813500
10288,408,325000000
9586,408,35000000
9539,408,3000000000
9466,408,2500000000
9171,408,10000000
7796,408,35000000
7634,408,250000000
7460,408,8118582000
6805,408,17174454500
5708,408,7625000000
5504,408,949996000
5243,408,4010000000
5210,408,75000000
4943,408,335000000
4143,408,1000000000
2407,408,135293500
6761,407,35000000
6455,407,60000000
6360,407,3050000000
5391,407,25000000
5142,407,3522434500
4337,407,50000000
3833,407,50000000
3190,407,45000000
2355,407,118346500
10356,406,25000000
10229,406,41476413500
9909,406,20000000
9439,406,2026500000
9285,406,35000000
9175,406,25000000
9129,406,35000000
9050,406,20000000
8710,406,1125000000
8678,406,35000000
7750,406,35000000
6533,406,15438607500
6450,406,3010000000
4686,406,50000000
3824,406,395000000
3448,406,500000000
3358,406,252000000
2127,406,18386000
10499,405,100000000
10241,405,1417147339500
10105,405,14735136500
9657,405,35000000
9367,405,35000000
8820,405,35000000
8536,405,100000000
8395,405,1000000000
8257,405,25000000
6972,405,6157679000
6951,405,14178916500
6083,405,2500000000
3347,405,45000000
2414,405,57058371500
2057,405,193194418500
13806,404,25000000
10407,404,250000000
10201,404,25000000
9551,404,500000000
9081,404,362770500
8935,404,159641087000
6998,404,50000000
6905,404,4300000000
5716,404,1400000000
5666,404,500000000
5573,404,61498754000
5548,404,522129500
5348,404,2211025000
5305,404,25000000
5271,404,2790000000
4415,404,35000000
3732,404,30000000
3656,404,25000000
3653,404,35000000
3218,404,90000000
2074,404,12379000
2020,404,15771000
9752,403,65734529000
8988,403,475000000
8412,403,85745422500
6984,403,35000000
6710,403,204322704500
6326,403,1704426500
6112,403,500000000
4749,403,15000000
4180,403,3651537500
4092,403,375000000
4057,403,35000000
3593,403,4683032500
3188,403,100000000
3003,403,50000000
13606,402,25000000
9369,402,35000000
8823,402,35000000
8082,402,10000000
7822,402,350000000
7772,402,35000000
7496,402,318405000
6196,402,1588911500
6192,402,15716237500
6032,402,12500000
5724,402,29250000000
5667,402,600000000
3973,402,381447000
3338,402,53864500
3161,402,50000000
2503,402,20216000
10357,401,25000000
9409,401,28100000000
8652,401,35000000
8601,401,35000000
7587,401,15000000
5607,401,57636865500
4454,401,950826719500
4449,401,950000000
4444,401,3076154500
4139,401,910000000
3663,401,35000000
2096,401,48698832000
15413,400,100000000
10470,400,293189063000
10448,400,625000000
10408,400,150000000
9549,400,1975070500
8134,400,167500000
7957,400,35000000
6985,400,24802481000
6915,400,700000000
6673,400,20150000000
6385,400,4357743000
5599,400,50000000
10441,399,25000000
9897,399,16689000
8359,399,15000000
8334,399,1000000000
6504,399,138606015500
6113,399,2500000000
5368,399,50000000
5000,399,35000000
3607,399,45000000
3490,399,35000000
2837,399,50000000
2617,399,1949457000
2354,399,250000000
2209,399,64271357000
2158,399,625000000
13604,398,25000000
11921,398,25000000
10449,398,550000000
10169,398,10000000
9183,398,950000000
8949,398,35000000
8899,398,35000000
8828,398,35000000
8725,398,27377251000
8707,398,1244136500
8468,398,10000000
7586,398,200000000
6128,398,1760000000
5683,398,29999500
5055,398,21360311500
3969,398,75000000
3719,398,886371000
3317,398,145000000
3189,398,45000000
2836,398,50000000
2677,398,2900000000
2488,398,6000000000
10440,397,50000000
10275,397,30501000000
9467,397,10000000
8939,397,325000000
8340,397,50000000
7961,397,35000000
7715,397,4425000500
7638,397,50000000
7210,397,14450000000
7103,397,36955916500
6706,397,260000000
6132,397,260000000
5656,397,1595000000
5595,397,1720000000
5542,397,550000000
4972,397,335000000
3655,397,35000000
3440,397,50000000
3325,397,97916500
2983,397,50000000
2559,397,150000000
10165,396,1975000000
9244,396,35000000
8616,396,15526226000
6760,396,35000000
6692,396,41500000
5753,396,67548318000
4807,396,19500000
3954,396,250029500
2526,396,988534500
2364,396,10275000000
2257,396,15344500
2041,396,125000000
10628,395,1190968500
10163,395,30000000
9941,395,1901995500
9150,395,35000000
8679,395,35000000
8362,395,10000000
8312,395,35000000
7823,395,23884521500
7766,395,35000000
7590,395,13547000000
6197,395,640457000
5725,395,33900000000
4366,395,50000000
4187,395,35000000
3368,395,45000000
3219,395,90000000
10688,394,450000000
9944,394,1500000000
9612,394,69005018000
8476,394,1000000000
8198,394,35000000
7956,394,35000000
7829,394,15000000
7499,394,250000000
7357,394,10615625000
7258,394,1148627000
6086,394,9596494000
5036,394,1100000000
3948,394,40000000
3851,394,34311629000
3642,394,50000000
3589,394,29475600000
2963,394,50000000
2237,394,253957500
2097,394,17140444000
10689,393,5646710000
10346,393,24050000000
9866,393,824831500
9052,393,68269558000
8973,393,13638606500
6608,393,100000000
6547,393,25000000
5165,393,340000000
5122,393,10000000
5111,393,136206500
4932,393,35000000
4889,393,50000000
4121,393,68975004500
3712,393,5100000000
3207,393,45000000
2841,393,23538888500
10505,392,637498500
8595,392,2000000000
8413,392,2860000000
8127,392,72500000
8083,392,14631683000
7285,392,1250000000
7192,392,3484710000
6894,392,97030523000
5575,392,14902868500
4806,392,42500000
4327,392,50000000
4094,392,42944626500
3825,392,1712300000
3449,392,71217593000
10289,391,750000000
9797,391,65000000
9690,391,24008260000
8498,391,288584000
8335,391,100000000
7298,391,3850000000
6620,391,15000000
5497,391,12500000
5101,391,450000000
4761,391,50000000
4631,391,35000000
4455,391,213173500
4414,391,35000000
4106,391,58217240500
4005,391,12500000
3579,391,50000000
15202,390,500050000
9029,390,2099902500
6999,390,8984000000
6621,390,1100000000
5472,390,50000000
5395,390,250000000
5353,390,10000000
4516,390,100000000
4114,390,31897047000
3955,390,300000000
3887,390,27619165500
3588,390,50000000
3521,390,220000000
2923,390,1464212500
12373,389,50000000
11553,389,25000000
8384,389,25000000
8363,389,25000000
8290,389,35000000
7017,389,300000000
6973,389,359500000
6609,389,83512000
6361,389,34639903000
4241,389,35000000
4095,389,8383099500
3942,389,11674832500
3359,389,40522000
2671,389,300000000
2021,389,97584000
11536,388,25000000
10629,388,4893000000
8464,388,1850000000
5143,388,1775000000
4283,388,50000000
3763,388,1226190500
3609,388,41923500
3070,388,50000000
2982,388,50000000
2040,388,10966500
0,388,437698733500
15323,387,50000000
10347,387,250000000
8617,387,35000000
7211,387,975000000
6212,387,425000000
5397,387,45300000000
4476,387,7625335000
3802,387,2250000000
3310,387,1644958500
2978,387,50000000
2373,387,50000000
2075,387,3275000000
10471,386,1075000000
10371,386,25000000
8292,386,35000000
7770,386,35000000
7767,386,35000000
7031,386,350000000
5473,386,50000000
5270,386,1540000000
4687,386,50000000
3720,386,50000000
3488,386,45000000
2655,386,12738439500
9548,385,1000000000
8829,385,35000000
8782,385,3503013000
8477,385,230000000
7867,385,36998024000
5968,385,7500000000
4384,385,1750000000
3943,385,36783000
3703,385,35000000
2919,385,1561911500
10504,384,475000000
8291,384,35000000
7828,384,10000000
7639,384,1000000000
7016,384,50000000
6707,384,44438607500
4282,384,50000000
4240,384,100000000
4076,384,11234690500
3733,384,10000000
3447,384,500000000
2654,384,284737000
2505,384,59836000
10349,383,6043882500
9945,383,618000000
9868,383,1166906000
8653,383,35000000
8341,383,25000000
6693,383,47224999500
6445,383,26085494000
6087,383,12329166500
4495,383,23549500
3626,383,25000000
3533,383,25000000
2295,383,239759000
2256,383,25768295000
10320,382,330339500
9591,382,85222000
9075,382,150000000
7570,382,35000000
7356,382,1362500000
5529,382,47000000
3692,382,35000000
3578,382,200000000
9028,381,38181054500
8135,381,15000000
6959,381,75000000
6958,381,663464000
6477,381,11000000000
6336,381,60000000
6129,381,1050000000
5107,381,20000000
4104,381,26080598500
3702,381,35000000
3127,381,50000000
3001,381,10140952000
2662,381,50000000
2159,381,50000000
11073,380,50000000
9867,380,8049827000
8465,380,250000000
8205,380,35000000
7890,380,35000000
7781,380,35000000
7764,380,35000000
7591,380,3500000000
7284,380,7870263000
7120,380,35000000
5657,380,150000000
4084,380,115000000
3627,380,50000000
2504,380,137063000
10370,379,25000000
7773,379,35000000
7765,379,35000000
6978,379,35000000
6327,379,1060500000
4499,379,9050000000
4367,379,50000000
3534,379,160000000
3532,379,13698853500
2089,379,175000000
10654,378,13021231000
9151,378,35000000
8469,378,12500000
7378,378,59283333000
6529,378,17420000000
6214,378,100000000
5266,378,763136500
4288,378,100000000
4004,378,70000000
3721,378,25000000
3071,378,81936910000
10409,377,2300000000
9170,377,240175000
9051,377,15000000
8212,377,35000000
7259,377,15000000
6220,377,115644500
5349,377,150000000
4887,377,58287815000
4477,377,260000000000
3133,377,45000000
10710,376,4810000000
10162,376,3244962000
8783,376,4695863500
5528,376,100000000
5079,376,10000000
4926,376,35000000
4292,376,50000000
4289,376,50000000
3643,376,75000000
2990,376,50000000
8446,375,125000000
8314,375,35000000
6476,375,1050000000
5694,375,45555514000
3693,375,154005000
2138,375,175916681000
15203,374,725000000
14913,374,25000000
8841,374,35000000
8199,374,35000000
4517,374,163394500
3339,374,100000000
3311,374,6000000000
3052,374,50000000
8688,373,21497607000
7771,373,35000000
7379,373,3000000000
6895,373,10750000000
6713,373,75000000
5850,373,85000000
5751,373,45000000
4744,373,25178927000
4244,373,35000000
3369,373,45000000
3132,373,15185257000
10602,372,4250000000
10224,372,2253263500
9947,372,100000000
9662,372,213268500
9308,372,35000000
9053,372,11250000000
7962,372,35000000
7635,372,10000000
4107,372,25000000
3835,372,4509545000
10044,371,49052107500
9401,371,50000000
8543,371,5502000000
8500,371,19102215000
5066,371,2097614000
5052,371,400000000
4973,371,35000000
3524,371,11000000000
3053,371,50000000
5226,370,35000000
5100,370,10000000
9493,369,5850000000
6698,369,161787071500
5543,369,250000000
2446,369,10420000
7636,368,2050000000
6542,368,50000000
5883,368,2140000000
4226,368,35000000
4077,368,25000000
3574,368,235000000
15434,367,6343731000
10548,367,30083715500
9642,367,300000000
8778,367,50000000
8385,367,509500000
5466,367,50000000
5394,367,537500000
5001,367,35000000
4181,367,62491601500
3894,367,5304062500
3356,367,45000000
9946,366,300000000
7461,366,4450000000
5108,366,250000000
4102,366,850000000
3725,366,56618000000
3155,366,1675000000
3154,366,50000000
2320,366,26485382000
10321,365,2500000000
10231,365,150500000
7963,365,35000000
7556,365,3223211000
7299,365,1090324500
4115,365,25000000
3713,365,219825000000
2740,365,3079004000
2527,365,69653079000
11118,364,19798411500
9698,364,35000000
8524,364,35000000
8499,364,85152500
7797,364,35000000
7557,364,100000000
6906,364,390007500
3724,364,10500000
3441,364,25000000
2365,364,212500000
2350,364,444444000
12084,363,25000000
8501,363,10000000
7076,363,335000000
5969,363,2132500000
3834,363,1063487500
3525,363,35000000
2094,363,6100000000
9663,362,21605000000
9448,362,6750000000
8989,362,45000000
8462,362,787500000
10230,361,352500000
7030,361,750000000
5558,361,100000000
4105,361,125759000
3852,361,170544000
2204,361,386679500
14940,360,6772450000
10323,360,225000000
4998,360,35000000
4933,360,35000000
4791,360,13074000000
4058,360,60000000
3944,360,100000000
2002,360,40000000
11121,359,11809123000
10092,359,500000000
9998,359,50000000
9691,359,975000000
9653,359,35000000
9590,359,35000000
9375,359,1023500000
6850,359,167902483000
6352,359,169500000
5037,359,14370837000
3706,359,3650000000
2344,359,2000000000
11044,358,50000000
10711,358,2149835000
9492,358,2162777500
8582,358,8240046000
2991,358,100000000
2356,358,8359008000
2139,358,4220500000
9337,357,28420621500
7571,357,35000000
3540,357,35000000
3370,357,45000000
9430,356,1760000500
7776,356,35000000
6133,356,1906996500
4385,356,50000000
3306,356,2100000000
11369,355,1611348500
9839,355,6953719000
6832,355,115344276000
5951,355,4800000000
4927,355,285000000
4647,355,100000000
11058,354,2725000000
10752,354,7000000000
10274,354,714185500
9643,354,7336871000
8204,354,35000000
6699,354,5050000000
6507,354,250000000
6221,354,2000000000
5413,354,500000000
4395,354,1150000000
4046,354,35000000
9652,353,35000000
9374,353,75000000
8583,353,510000000
8463,353,99428189500
6907,353,250000000
5346,353,565051000
4662,353,50000000
3489,353,35000000
2610,353,50000000
10276,352,2500000000
10045,352,100000000
9262,352,35000000
7475,352,20000000
5412,352,100000000
4694,352,50000000
3615,352,20000000
3539,352,35000000
3535,352,35000000
2979,352,50000000
2532,352,17500000
2489,352,71398000
15992,351,25000000
11547,351,25000000
9336,351,500000000
8928,351,35000000
8436,351,6662667000
5695,351,5333154000
4663,351,6530000000
4235,351,15000000
3556,351,35000000
2095,351,149586500
12731,350,25000000
10655,350,50000000
10326,350,6878900000
6844,350,40000000
3614,350,150000000
3450,350,240000000
3371,350,45000000
3294,350,90000000
10631,349,50000000
10390,349,150000000
10302,349,6350170000
10093,349,390000000
9092,349,8573913000
8394,349,10000000
7193,349,400000000
7121,349,35000000
4790,349,550000000
4766,349,10000000
10630,348,1500000000
8779,348,2500000000
7558,348,1885000000
7488,348,2355160000
4085,348,10000000
2780,348,1525336000
8578,347,1250000000
8538,347,25000000
6451,347,200000000
5844,347,250000000
4508,347,500000000
2974,347,50000000
9400,346,50000000
6798,346,1955000000
5845,346,25000000
5404,346,167000000
5252,346,658422000
5160,346,1487836500
4794,346,2725141000
10603,345,2245185500
9450,345,3089346500
8181,345,35000000
6543,345,12288616000
5362,345,10000000
3357,345,62198303000
3295,345,90000000
3014,345,100000000
11368,344,7900000000
11057,344,270000000
6215,344,15000000
4638,344,50000000
4078,344,95000000
2003,344,48918000
16135,343,21344801500
10363,343,50000000
3307,343,5726384000
2663,343,55054430000
16007,342,25000000
8577,342,738000000
8132,342,117059000
7311,342,19376786500
4184,342,53938500
11050,341,515000000
8180,341,35000000
6940,341,10000000
5363,341,87500000
5017,341,2400000000
4445,341,129776478000
4234,341,135000000
4103,341,25000000
3575,341,80000000
3550,341,35000000
10362,340,25000000
8762,340,100000000
5809,340,95000000
5688,340,500000000
5016,340,212884950500
4745,340,57483500
4245,340,35000000
15389,339,500000000
10198,339,34000000
6783,339,415000000
5559,339,550000000
9971,338,5000000000
9687,338,117792000
9546,338,1000000000
9498,338,7331093500
9449,338,1005079500
9396,338,10339621000
8146,338,35000000
8133,338,120007500
7077,338,5123743500
6851,338,50000000
2447,338,4349260500
2136,338,32951500
10391,337,336981000
10294,337,9015000000
7637,337,10600000000
6216,337,283209000
4059,337,35000000
3538,337,35000000
3015,337,50000000
14516,336,950000000
10225,336,1644367000
6753,336,1000000000
6460,336,50000000
4795,336,45000000
3853,336,125000000
3782,336,35000000
3036,336,50000000
2436,336,238225500
2268,336,371298500
12085,335,25000000
10446,335,150974494000
10094,335,50000000
9232,335,35000000
7839,335,30000000
7331,335,15750000000
3216,335,115000000
16139,334,1373114500
10322,334,437500000
8622,334,35000000
8559,334,38064500
8539,334,200000000
4639,334,7150000000
2137,334,263282000
9397,333,6550000000
8315,333,250000000
7996,333,35000000
6252,333,2060000000
6033,333,9636995500
2321,333,3084743500
10277,332,8500000500
9906,332,10000000
9838,332,2375000000
7415,332,2180000000
6222,332,25000000
5729,332,66500000
5654,332,135000000
3514,332,325000000
16552,331,492657000
16076,331,25000000
10126,331,850000000
9309,331,35000000
7559,331,8674817000
6799,331,96703252500
5851,331,290000000
5109,331,777081000
2351,331,4530000000
11055,330,325000000
8612,330,8747190500
8213,330,35000000
7900,330,35000000
7652,330,150000000
7327,330,22700500000
6833,330,500001500
6752,330,50000000
6253,330,12500000
5778,330,60795986500
5053,330,1187396500
4044,330,105000000
2533,330,500000000
2269,330,1585003500
9499,329,612613000
9084,329,41150615000
8437,329,17500000000
4394,329,1352500000
3500,329,125000000
10327,328,13000000000
8826,328,35000000
8689,328,6725358500
8470,328,10000000
6979,328,35000000
2205,328,17823000
15435,327,575000000
10295,327,1849569000
9992,327,204086874000
9451,327,750000000
9365,327,35000000
8558,327,12017978000
5624,327,20000000
2398,327,547331000
11053,326,3884088500
8447,326,102309921500
7326,326,5000000000
6785,326,67350000000
4227,326,35000000
2645,326,637452000
16006,325,25000000
11060,325,6912950500
9085,325,250000000
7225,325,725000000
4767,325,450000000
3925,325,470000000
3455,325,45000000
15406,324,33490000
14517,324,600000000
13934,324,15000000
8471,324,5550000000
4404,324,20000000
7375,323,4000000000
6353,323,450000000
3776,323,160717202500
3541,323,35000000
3362,323,50000000
3296,323,45000000
10572,322,3250050500
10095,322,1210511500
6941,322,149999500
5544,322,200000000
3398,322,292561500
3037,322,12556394000
2357,322,26979253000
9263,321,35000000
8248,321,35000000
7374,321,5657802000
4158,321,213597000
9280,320,35000000
6846,320,15000000000
6066,320,6797500000
5347,320,472158500
3554,320,35000000
3512,320,100000000
8280,319,35000000
7282,319,1090000000
6724,319,515867000
3855,319,3187678500
3707,319,978960500
3594,319,50000000
2914,319,50000000
2688,319,251130000
13607,318,25000000
9869,318,1225000000
9431,318,325000000
4074,318,35000000
3444,318,45000000
11200,317,1650000000
10956,317,955000000
8763,317,125000000
6974,317,35000000
4695,317,50000000
4185,317,38250000000
3247,317,45000000
13476,316,25000000
12684,316,11650000000
10706,316,250000000
10127,316,1583333000
7414,316,130329000
3993,316,75078087000
15388,315,62500000
9974,315,20294047500
9046,315,150000000
7802,315,35000000
5227,315,80000000
3783,315,35000000
2437,315,50714490500
9982,314,153050000
9845,314,1500000000
10610,313,25000000
10088,313,11261157000
4047,313,35000000
2644,313,50000000
9047,312,1597500000
6782,312,1000000000
9983,311,1475000000
7474,311,94500000
4372,311,28500000000
9968,310,1029991500
9487,310,3975000000
8056,310,15000000
5067,310,50000000
3777,310,35000000
9233,309,35000000
7426,309,24388607500
5728,309,2000000000
5467,309,50000000
5267,309,1868208500
4757,309,30000000
3617,309,850000000
2659,309,14232522000
2128,309,37500115000
10561,308,40517855500
9969,308,1275000000
8827,308,35000000
7628,308,500000000
7580,308,35000000
7462,308,2100000000
6217,308,500000000
5253,308,1250000000
4079,308,202250000
9770,307,3111647500
8613,307,200000000
8147,307,35000000
6067,307,25000000
5604,307,50000000
4405,307,250000000
3445,307,8414142000
14941,306,10000000
11760,306,25000000
10753,306,285500500
10136,306,1850000000
9486,306,624997500
7334,306,8220608500
2399,306,1026556000
2129,306,14323192500
8624,305,35000000
8623,305,35000000
3708,305,1150000000
2048,305,24624000
10707,304,103347500
8393,304,400000000
7997,304,9413607500
7330,304,1670000000
7307,304,549000000
5405,304,4125000000
3584,304,300000000
3363,304,4810812500
7803,303,35000000
7777,303,35000000
6738,303,175000000
4999,303,35000000
3454,303,45000000
2611,303,50000000
11316,302,2000000000
11025,302,75000000
10560,302,2057628000
8392,302,1522298000
8371,302,50000000
5382,302,25000000
4916,302,35000000
3774,302,200000000
13317,301,80000000
10606,301,14057968500
9358,301,64399339000
9097,301,885000000
9093,301,8750000000
7335,301,7665000000
6784,301,36900000000
10394,300,2671000000
9364,300,35000000
7536,300,6000000000
6917,300,416327000
6595,300,1508627000
5341,300,50000000
3135,300,45000000
11024,299,18737000000
10286,299,1025402000
9015,299,35000000
8929,299,35000000
8281,299,35000000
6990,299,50000000
5655,299,265000000
3217,299,90000000
12730,298,15349924000
6426,298,25000000
6193,298,75000000
5711,298,52000000
5041,298,14851440000
4373,298,540000000
2336,298,15553133000
9086,297,10000000000
6461,297,110690151500
5719,297,144094343000
5605,297,50000000
2049,297,50000000
10612,296,75275000000
9014,296,35000000
5933,296,100000000
5040,296,100000000
17126,295,26500000
16553,295,1419000000
12372,295,50000000
10549,295,382500000000
9180,295,100000000
8186,295,35000000
3544,295,35000000
15152,294,1768031000
11761,294,25000000
10607,294,4450000000
7807,294,2475000000
7489,294,250000000
6991,294,61457609500
6234,294,784999500
2975,294,50000000
10388,293,875000000
10303,293,50000000
10137,293,200000000
8525,293,35000000
7629,293,41856116500
5632,293,6750000000
4159,293,3000000000
3134,293,45000000
2506,293,1675000000
15769,292,25000000
9771,292,250000000
8742,292,50000000
8323,292,38878500
10647,291,23610197000
9924,291,50000000
9096,291,191822000
8322,291,19880831500
4646,291,50000000
3480,291,45000000
9846,290,75000000
7306,290,2752077500
10148,289,5604690500
9542,289,50000000
7537,289,5600000000
5977,289,481684500
5351,289,50000000
5340,289,475000000
3557,289,35000000
3501,289,384139000
2345,289,1295428000
15980,288,25000000
5500,288,185526000
4635,288,15000000
4324,288,50000000
4025,288,35000000
3616,288,125000000
3451,288,88998500
15671,287,25000000
9231,287,35000000
8459,287,9365361000
7008,287,100000000
3660,287,250000000
3555,287,35000000
15153,286,6113035500
12665,286,750000000
10573,286,18315137500
9181,286,25000000
7688,286,35000000
6223,286,5954493500
4024,286,35000000
3595,286,60000000
12076,285,25000000
9765,285,1511287500
7806,285,1300000000
7581,285,35000000
4482,285,11000000
3949,285,2702696000
3846,285,37162500
3414,285,2000000000
3297,285,45000000
2915,285,1050000000
4122,284,960000000
4014,284,35000000
13477,283,25000000
10957,283,4511040000
8370,283,322500000
16131,282,151101000
10287,282,500000000
7738,282,2702031500
7653,282,2000000000
6845,282,310000000
4045,282,35000000
3960,282,1000000000
2554,282,10755000000
15407,281,5765000000
9484,281,38119470000
9359,281,10250500000
9230,281,35000000
9205,281,350000000
6975,281,35000000
6518,281,2907572000
5935,281,206381500
5779,281,21634500
5689,280,19142609500
3464,280,147297000
2541,280,29271317500
9204,279,35000000
4722,279,50000000
3551,279,35000000
16077,278,25000000
14974,278,50000000
10476,278,5750000000
9694,278,35000000
8458,278,12500000
8187,278,35000000
8001,278,1125000000
7176,278,227251352000
6847,278,85000000
6570,278,56610000
6492,278,35000000
3992,278,35000000
3585,278,3744000000
13811,277,25000000
7705,277,35000000
5625,277,23778611000
5228,277,75000000
3477,277,45000000
3415,277,100000000
2555,277,572617000
15996,276,25000000
13316,276,100000000
9147,276,35000000
7739,276,4952500000
5976,276,19175000000
4214,276,18995000000
3995,276,150000000
3432,276,125000000
2870,276,50000000
10660,275,25000000
10578,275,2000000000
8294,275,35000000
8293,275,35000000
5229,275,75500000
2507,275,267500000
9907,274,950000000
9164,274,84971587000
8576,274,16135476500
7808,274,9038607500
3476,274,251100000
2622,274,250000000
2540,274,33823000
11136,273,1111276500
11119,273,187500000
8625,273,35000000
5772,273,45000000
4634,273,63264960000
3494,273,55000000
16208,272,212500500
13807,272,25000000
10477,272,265000000
9993,272,50000000
9172,272,460000000
7463,272,7333503500
7412,272,125000000
5064,272,467000000
4191,272,35000000
3775,272,245000000
16136,271,20000000
15496,271,25000000
10566,271,3830596500
10036,271,2000000000
9844,271,25000000
8504,271,242816000
6739,271,50000000
6070,271,182398668000
3994,271,110000000
3738,271,9590000000
3096,271,2494059000
2476,271,865945500
9146,270,35000000
7667,270,35000000
7413,270,1251366500
7283,270,2609500000
6258,270,560048500
4591,270,850000000
2689,270,1244334500
9543,269,318196000
5633,269,10250000000
5545,269,150000000
4325,269,50000000
2980,269,50000000
17859,268,463753500
10900,268,3549999500
9398,268,571731000
9306,268,35000000
6571,268,24150000000
5501,268,125000000
4509,268,4915126000
4141,268,16500000
3510,268,35000000
3228,268,50000000
15994,267,25000000
15334,267,250000000
8541,267,1271941000
8249,267,35000000
7901,267,35000000
7676,267,35000000
5383,267,500000000
4216,267,75000000
3709,267,10000000000
2316,267,51050000000
12622,266,325000000
6147,266,1500000000
5718,266,43575851000
4956,266,35000000
3041,266,433333000
12725,265,15789984500
10253,265,500000000
8505,265,14002026000
8295,265,35000000
2741,265,1250000000
10395,264,50000000
10149,264,120423500
5839,264,7596156000
4075,264,35000000
3399,264,942500000
3140,264,45000000
2428,264,500000000
11280,263,1187500000
9758,263,10100000000
6916,263,46490430000
5180,263,500000000
3515,263,1508462000
3331,263,10311121500
2905,263,50000000
14975,262,2550000000
12685,262,132279167000
11056,262,36062500000
9660,262,35000000
8491,262,4250000500
7666,262,30927488500
6235,262,290000000
4987,262,1358500000
2781,262,750000000
2680,262,200000000
9547,261,1000250000
7545,261,15037469000
6146,261,19877490500
5710,261,91368036000
4986,261,510000000
4917,261,35000000
4483,261,37511500000
4140,261,2750000000
3641,261,120000000
2009,261,25000000
17127,260,3000000000
15670,260,25000000
14629,260,167500000
10252,260,5250000000
8086,260,217638607500
7544,260,2685000000
6968,260,14157894000
5796,260,12593688500
4246,260,35000000
4123,260,2236141000
3246,260,45000000
3008,260,50000000
15946,259,25000000
15068,259,25000000
10335,259,3283000000
8743,259,20243000
7903,259,675000000
7292,259,50000000
7059,259,15000000
4215,259,2342008000
3848,259,25000000
3640,259,50000000
2681,259,627983000
2162,259,13972264500
10442,258,23100000000
10194,258,3260000000
9975,258,100000000
8833,258,35000000
8339,258,126036500
7442,258,500000000
5946,258,125000000
2788,258,44475060500
2710,258,196936824500
15664,257,25000000
15515,257,25000000
11067,257,3041210500
8694,257,11032500
6936,257,3045210500
6285,257,209500000
5808,257,75000000
4937,257,35000000
4870,257,29023017000
4217,257,35000000
3847,257,1607666500
2310,257,878118500
2113,257,500000000
2018,257,246547500
8084,256,675000000
6383,256,50000000
6210,256,25000000
3827,256,135000000
8832,255,35000000
6298,255,500000000
4018,255,35000000
3945,255,1071309000
3511,255,35000000
3433,255,50000000
15451,254,250000000
14628,254,1925000000
10541,254,125000000
9764,254,2000000000
9173,254,5250000000
5797,254,55050000000
4175,254,132370000
4163,254,1175000000
